league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
ESP-La Liga,2526,Barcelona,Lamine Yamal,ESP,"MF,FW",18,2007,25.1,16,117,37,31.6,4.66,1.47,0.11,0.35,3,4
ESP-La Liga,2526,Barcelona,Marc Bernal,ESP,MF,18,2007,8.8,2,7,2,28.6,0.8,0.23,0.29,1.0,0,0
ESP-La Liga,2526,Barcelona,Marc Casado,ESP,MF,21,2003,11.0,0,11,0,0.0,1.0,0.0,0.0,,0,0
ESP-La Liga,2526,Barcelona,Marcus Rashford,ENG,"MF,FW",27,1997,19.6,8,76,29,38.2,3.88,1.48,0.11,0.28,0,0
ESP-La Liga,2526,Barcelona,Pau Cubarsí,ESP,DF,18,2007,30.0,1,10,2,20.0,0.33,0.07,0.1,0.5,0,0
ESP-La Liga,2526,Barcelona,Pedri,ESP,MF,22,2002,23.4,2,21,10,47.6,0.9,0.43,0.1,0.2,0,0
ESP-La Liga,2526,Barcelona,Raphinha,BRA,"MF,FW",28,1996,15.3,13,65,24,36.9,4.24,1.57,0.15,0.42,3,3
ESP-La Liga,2526,Barcelona,Robert Lewandowski,POL,FW,36,1988,18.5,14,63,29,46.0,3.41,1.57,0.21,0.45,1,3
ESP-La Liga,2526,Barcelona,Ronald Araújo,URU,DF,26,1999,11.9,3,12,5,41.7,1.01,0.42,0.25,0.6,0,0
ESP-La Liga,2526,Barcelona,Roony Bardghji,SWE,"MF,FW",19,2005,7.2,1,22,12,54.5,3.06,1.67,0.05,0.08,0,0
ESP-La Liga,2526,Barcelona,Tomas Marques,ESP,MF,18,2006,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Barcelona,Toni Fernández,ESP,FW,17,2008,0.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Barcelona,Wojciech Szczęsny,POL,GK,35,1990,8.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Barcelona,Xavi Espart,ESP,DF,18,2007,1.8,0,1,0,0.0,0.55,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Andrés Antañón,ESP,FW,18,2007,0.7,0,2,2,100.0,2.86,2.86,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Borja Iglesias,ESP,FW,32,1993,21.1,14,46,26,56.5,2.18,1.23,0.22,0.38,4,4
ESP-La Liga,2526,Celta Vigo,Bryan Zaragoza,ESP,"FW,MF",23,2001,12.6,1,26,12,46.2,2.07,0.95,0.0,0.0,1,1
ESP-La Liga,2526,Celta Vigo,Carl Starfelt,SWE,DF,30,1995,16.6,0,4,1,25.0,0.24,0.06,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Carlos Dominguez,ESP,DF,24,2001,6.8,0,2,1,50.0,0.3,0.15,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Damián Rodríguez,ESP,MF,22,2003,1.7,0,3,0,0.0,1.8,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Fer López,ESP,"MF,FW",21,2004,13.0,1,13,5,38.5,1.0,0.38,0.08,0.2,0,0
ESP-La Liga,2526,Celta Vigo,Ferran Jutglà,ESP,FW,26,1999,18.4,9,45,26,57.8,2.45,1.42,0.2,0.35,0,0
ESP-La Liga,2526,Celta Vigo,Fran Beltrán,ESP,MF,26,1999,5.9,0,6,1,16.7,1.02,0.17,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Hugo García,ESP,MF,18,2006,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Celta Vigo,Hugo González,ESP,FW,22,2003,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Celta Vigo,Hugo Sotelo,ESP,MF,21,2003,14.9,0,2,1,50.0,0.13,0.07,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Hugo Álvarez,ESP,"FW,MF",22,2003,14.9,4,14,8,57.1,0.94,0.54,0.29,0.5,0,0
ESP-La Liga,2526,Celta Vigo,Iago Aspas,ESP,"FW,MF",37,1987,12.7,5,28,12,42.9,2.21,0.95,0.11,0.25,2,2
ESP-La Liga,2526,Celta Vigo,Ilaix Moriba,GUI,MF,22,2003,27.7,2,18,5,27.8,0.65,0.18,0.11,0.4,0,0
ESP-La Liga,2526,Celta Vigo,Ionuț Radu,ROU,GK,28,1997,38.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Celta Vigo,Javi Rodríguez,ESP,DF,22,2003,28.4,0,12,1,8.3,0.42,0.04,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Javi Rueda,ESP,MF,23,2002,15.6,2,11,3,27.3,0.71,0.19,0.18,0.67,0,0
ESP-La Liga,2526,Celta Vigo,Jones El-Abdellaoui,MAR,"MF,FW",19,2006,7.6,2,17,4,23.5,2.25,0.53,0.12,0.5,0,0
ESP-La Liga,2526,Celta Vigo,Joseph Aidoo,GHA,DF,29,1995,7.1,0,2,0,0.0,0.28,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Manu Fernández,ESP,DF,24,2001,8.4,0,2,0,0.0,0.24,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Marcos Alonso,ESP,DF,34,1990,30.8,1,24,3,12.5,0.78,0.1,0.0,0.0,1,1
ESP-La Liga,2526,Celta Vigo,Matías Vecino,URU,MF,33,1991,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Miguel Román,ESP,MF,22,2002,14.6,1,9,2,22.2,0.62,0.14,0.11,0.5,0,0
ESP-La Liga,2526,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",29,1995,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Pablo Durán,ESP,"FW,MF",24,2001,15.8,2,37,15,40.5,2.34,0.95,0.05,0.13,0,0
ESP-La Liga,2526,Celta Vigo,Sergio Carreira,ESP,MF,24,2000,29.9,2,16,7,43.8,0.53,0.23,0.13,0.29,0,0
ESP-La Liga,2526,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21,2004,14.1,5,23,12,52.2,1.63,0.85,0.22,0.42,0,0
ESP-La Liga,2526,Celta Vigo,Yoel Lago,ESP,DF,21,2004,10.4,0,1,0,0.0,0.1,0.0,0.0,,0,0
ESP-La Liga,2526,Celta Vigo,Álvaro Núñez,ESP,"DF,MF",25,2000,3.6,0,2,1,50.0,0.55,0.27,0.0,0.0,0,0
ESP-La Liga,2526,Celta Vigo,Óscar Mingueza,ESP,MF,26,1999,21.9,1,14,5,35.7,0.64,0.23,0.07,0.2,0,0
ESP-La Liga,2526,Elche,Adam Boayar,MAR,MF,19,2005,1.2,1,5,2,40.0,4.33,1.73,0.2,0.5,0,0
ESP-La Liga,2526,Elche,Adrià Pedrosa,ESP,"DF,MF",27,1998,12.1,1,12,3,25.0,0.99,0.25,0.08,0.33,0,0
ESP-La Liga,2526,Elche,Aleix Febas,ESP,MF,29,1996,35.1,2,23,8,34.8,0.66,0.23,0.09,0.25,0,0
ESP-La Liga,2526,Elche,Ali Houary,MAR,MF,19,2005,1.4,0,2,0,0.0,1.46,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,André Silva,POR,FW,29,1995,20.5,10,57,29,50.9,2.77,1.41,0.12,0.24,3,3
ESP-La Liga,2526,Elche,Bambo Diaby,SEN,DF,27,1997,1.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Elche,Buba Sangaré,ESP,"DF,MF",17,2007,6.0,0,2,0,0.0,0.33,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,David Affengruber,AUT,DF,24,2001,32.8,1,14,4,28.6,0.43,0.12,0.07,0.25,0,0
ESP-La Liga,2526,Elche,Federico Redondo,ARG,MF,22,2003,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,Germán Valera,ESP,"MF,DF",23,2002,31.7,4,28,8,28.6,0.88,0.25,0.14,0.5,0,0
ESP-La Liga,2526,Elche,Gonzalo Villar,ESP,MF,27,1998,8.0,1,4,1,25.0,0.5,0.13,0.25,1.0,0,0
ESP-La Liga,2526,Elche,Grady Diangana,COD,"MF,FW",27,1998,10.3,1,16,2,12.5,1.56,0.19,0.06,0.5,0,0
ESP-La Liga,2526,Elche,Héctor Fort,ESP,"DF,MF",18,2006,5.4,2,12,5,41.7,2.24,0.93,0.17,0.4,0,0
ESP-La Liga,2526,Elche,Iñaki Peña,ESP,GK,26,1999,16.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Elche,Jairo Izquierdo,ESP,"DF,FW",31,1993,0.3,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Elche,John Donald,ESP,"DF,MF",24,2000,7.4,1,6,2,33.3,0.81,0.27,0.17,0.5,0,0
ESP-La Liga,2526,Elche,Josan,ESP,"MF,DF",35,1989,6.3,0,3,1,33.3,0.48,0.16,0.0,0.0,0,0
ESP-La Liga,2526,Elche,Lucas Cepeda,CHI,MF,22,2002,4.5,1,13,5,38.5,2.91,1.12,0.08,0.2,0,0
ESP-La Liga,2526,Elche,Léo Pétrot,FRA,DF,28,1997,17.5,0,8,0,0.0,0.46,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,Marc Aguado,ESP,MF,25,2000,27.8,1,3,2,66.7,0.11,0.07,0.33,0.5,0,0
ESP-La Liga,2526,Elche,Martim Neto,POR,MF,22,2003,15.0,2,12,4,33.3,0.8,0.27,0.17,0.5,0,0
ESP-La Liga,2526,Elche,Matías Dituro,ARG,GK,38,1987,22.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Elche,Mourad El Ghezouani,MAR,FW,27,1998,0.6,0,1,0,0.0,1.8,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,Pedro Bigas,ESP,DF,34,1990,22.9,1,10,3,30.0,0.44,0.13,0.1,0.33,0,0
ESP-La Liga,2526,Elche,Rafa Mir,ESP,"FW,MF",28,1997,20.0,8,69,36,52.2,3.44,1.8,0.1,0.19,1,2
ESP-La Liga,2526,Elche,Rodrigo Mendoza,ESP,"MF,FW",20,2005,8.8,1,11,2,18.2,1.25,0.23,0.09,0.5,0,0
ESP-La Liga,2526,Elche,Tete Morente,ESP,MF,28,1996,10.3,1,8,1,12.5,0.78,0.1,0.13,1.0,0,0
ESP-La Liga,2526,Elche,Víctor Chust,ESP,DF,25,2000,24.1,1,9,3,33.3,0.37,0.12,0.11,0.33,0,0
ESP-La Liga,2526,Elche,Yago Santiago,ESP,MF,22,2003,3.1,0,2,0,0.0,0.64,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,Álex Sánchez,ESP,FW,19,2006,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Elche,Álvaro Núñez,ESP,"DF,MF",25,2000,18.3,0,4,0,0.0,0.22,0.0,0.0,,0,0
ESP-La Liga,2526,Elche,Álvaro Rodríguez,URU,FW,21,2004,24.5,7,75,24,32.0,3.07,0.98,0.09,0.29,0,0
ESP-La Liga,2526,Espanyol,Antoniu,ESP,MF,22,2002,3.2,0,5,1,20.0,1.56,0.31,0.0,0.0,0,0
ESP-La Liga,2526,Espanyol,Carlos Romero,ESP,DF,23,2001,35.5,6,42,12,28.6,1.18,0.34,0.14,0.5,0,0
ESP-La Liga,2526,Espanyol,Charles Pickel,COD,MF,28,1997,7.9,1,10,4,40.0,1.27,0.51,0.1,0.25,0,0
ESP-La Liga,2526,Espanyol,Clemens Riedel,GER,DF,22,2003,15.5,0,3,1,33.3,0.19,0.06,0.0,0.0,0,0
ESP-La Liga,2526,Espanyol,Cyril Ngonge,BEL,MF,25,2000,4.7,0,11,4,36.4,2.33,0.85,0.0,0.0,0,0
ESP-La Liga,2526,Espanyol,Edu Expósito,ESP,MF,28,1996,28.0,1,44,13,29.5,1.57,0.46,0.02,0.08,0,0
ESP-La Liga,2526,Espanyol,Fernando Calero,ESP,DF,29,1995,23.9,0,12,1,8.3,0.5,0.04,0.0,0.0,0,0
ESP-La Liga,2526,Espanyol,Fortuño,ESP,GK,23,2001,1.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Espanyol,Javi Puado,ESP,"MF,FW",27,1998,7.5,2,15,9,60.0,2.0,1.2,0.07,0.11,1,2
ESP-La Liga,2526,Espanyol,Jofre,ESP,MF,24,2001,10.3,1,23,7,30.4,2.23,0.68,0.04,0.14,0,0
ESP-La Liga,2526,Espanyol,José Salinas,ESP,DF,24,2000,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0
ESP-La Liga,2526,Espanyol,Kiké,ESP,FW,35,1989,19.3,8,60,27,45.0,3.11,1.4,0.12,0.26,1,2
ESP-La Liga,2526,Espanyol,Leandro Cabrera,URU,DF,34,1991,37.0,3,40,12,30.0,1.08,0.32,0.08,0.25,0,0
ESP-La Liga,2526,Espanyol,Lluc Castell,ESP,FW,18,2006,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Espanyol,Luca Koleosho,ITA,MF,20,2004,0.7,0,1,0,0.0,1.43,0.0,0.0,,0,0
ESP-La Liga,2526,Espanyol,Marko Dmitrović,SRB,GK,33,1992,37.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Espanyol,Miguel Ángel Rubio,ESP,DF,27,1998,2.3,1,2,1,50.0,0.87,0.44,0.5,1.0,0,0
ESP-La Liga,2526,Espanyol,Omar El Hilali,MAR,DF,21,2003,31.4,0,1,0,0.0,0.03,0.0,0.0,,0,0
ESP-La Liga,2526,Espanyol,Pere Milla,ESP,"MF,FW",32,1992,21.9,7,59,21,35.6,2.69,0.96,0.12,0.33,0,0
ESP-La Liga,2526,Espanyol,Pol Lozano,ESP,MF,25,1999,24.0,2,17,5,29.4,0.71,0.21,0.12,0.4,0,0
ESP-La Liga,2526,Espanyol,Ramón Terrats,ESP,MF,24,2000,11.4,1,15,3,20.0,1.31,0.26,0.07,0.33,0,0
ESP-La Liga,2526,Espanyol,Roberto Férnandez,ESP,FW,23,2002,26.5,7,59,23,39.0,2.23,0.87,0.1,0.26,1,1
ESP-La Liga,2526,Espanyol,Rubén,ESP,"DF,MF",24,2001,9.0,0,8,1,12.5,0.89,0.11,0.0,0.0,0,0
ESP-La Liga,2526,Espanyol,Tyrhys Dolan,ENG,MF,23,2001,26.8,2,34,12,35.3,1.27,0.45,0.06,0.17,0,0
ESP-La Liga,2526,Espanyol,Urko González,ESP,MF,24,2001,29.1,0,18,1,5.6,0.62,0.03,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Abdel Abqar,MAR,DF,26,1999,16.0,0,7,1,14.3,0.44,0.06,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Abu Kamara,ENG,MF,22,2003,2.8,0,4,1,25.0,1.41,0.35,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Adrián Liso,ESP,"FW,MF",20,2005,18.9,3,26,10,38.5,1.37,0.53,0.12,0.3,0,0
ESP-La Liga,2526,Getafe,Alejandro Mestanza,ESP,MF,20,2004,0.8,0,1,0,0.0,1.27,0.0,0.0,,0,0
ESP-La Liga,2526,Getafe,Alex Sola,ESP,"DF,FW",26,1999,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,Allan Nyom,CMR,DF,37,1988,5.8,0,3,1,33.3,0.52,0.17,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Borja Mayoral,ESP,FW,28,1997,11.8,4,15,7,46.7,1.28,0.6,0.27,0.57,0,1
ESP-La Liga,2526,Getafe,Christantus Uche,NGA,FW,22,2003,3.0,1,6,1,16.7,2.0,0.33,0.17,1.0,0,0
ESP-La Liga,2526,Getafe,Coba da Costa,ESP,MF,23,2002,3.9,0,5,1,20.0,1.29,0.26,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Damián,ESP,MF,22,2003,1.7,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,David Soria,ESP,GK,32,1993,38.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,Davinchi,ESP,DF,17,2007,7.8,0,4,2,50.0,0.51,0.26,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Diego Rico,ESP,DF,32,1993,19.5,0,11,1,9.1,0.56,0.05,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Djené,TOG,"DF,MF",33,1991,28.6,0,4,0,0.0,0.14,0.0,0.0,,0,0
ESP-La Liga,2526,Getafe,Domingos Duarte,POR,DF,30,1995,32.5,1,13,4,30.8,0.4,0.12,0.08,0.25,0,0
ESP-La Liga,2526,Getafe,Hugo Solozabal,ESP,MF,22,2003,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,Iglesias,ESP,DF,27,1998,35.4,1,26,5,19.2,0.73,0.14,0.04,0.2,0,0
ESP-La Liga,2526,Getafe,Ismael Bekhoucha,MAR,DF,20,2004,1.4,0,1,0,0.0,0.74,0.0,0.0,,0,0
ESP-La Liga,2526,Getafe,Javier Muñoz,ESP,"MF,FW",30,1995,6.1,0,13,6,46.2,2.12,0.98,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Jorge Montes,ESP,DF,21,2004,0.3,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,Joselu Pérez,ESP,DF,21,2004,0.2,0,1,0,0.0,4.09,0.0,0.0,,0,0
ESP-La Liga,2526,Getafe,Juanmi,ESP,"FW,MF",32,1993,2.0,1,2,1,50.0,1.01,0.5,0.5,1.0,0,0
ESP-La Liga,2526,Getafe,Kiko Femenía,ESP,"DF,MF",34,1991,22.3,1,8,3,37.5,0.36,0.13,0.13,0.33,0,0
ESP-La Liga,2526,Getafe,Luis Milla,ESP,MF,30,1994,36.3,1,27,4,14.8,0.74,0.11,0.04,0.25,0,0
ESP-La Liga,2526,Getafe,Luis Vázquez,ARG,FW,24,2001,13.3,3,25,9,36.0,1.88,0.68,0.12,0.33,0,0
ESP-La Liga,2526,Getafe,Mario Martín,ESP,"MF,FW",21,2004,23.6,2,26,6,23.1,1.1,0.25,0.08,0.33,0,0
ESP-La Liga,2526,Getafe,Martin Satriano,URU,"FW,MF",24,2001,17.8,6,35,14,40.0,1.97,0.79,0.17,0.43,0,0
ESP-La Liga,2526,Getafe,Mauro Arambarri,URU,MF,29,1995,36.1,6,58,19,32.8,1.61,0.53,0.07,0.21,2,3
ESP-La Liga,2526,Getafe,Sebastián Boselli,URU,DF,21,2003,4.2,0,4,1,25.0,0.95,0.24,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Veljko Birmančević,SRB,FW,27,1998,1.6,0,2,1,50.0,1.27,0.63,0.0,0.0,0,0
ESP-La Liga,2526,Getafe,Yvan Neyou,CMR,MF,28,1997,0.7,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Getafe,Zaid Romero,ARG,DF,25,1999,15.0,1,10,2,20.0,0.67,0.13,0.1,0.5,0,0
ESP-La Liga,2526,Getafe,Álex Sancris,ESP,"MF,FW",28,1997,7.9,0,13,5,38.5,1.65,0.64,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Abel Ruiz,ESP,FW,25,2000,2.1,0,5,1,20.0,2.41,0.48,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Alejandro Francés,ESP,DF,22,2002,12.4,0,16,4,25.0,1.29,0.32,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Arnau Martinez,ESP,"DF,MF",22,2003,29.6,2,19,4,21.1,0.64,0.14,0.11,0.5,0,0
ESP-La Liga,2526,Girona,Axel Witsel,BEL,MF,36,1989,28.1,1,20,5,25.0,0.71,0.18,0.05,0.2,0,0
ESP-La Liga,2526,Girona,Azzedine Ounahi,MAR,MF,25,2000,19.6,5,51,19,37.3,2.61,0.97,0.08,0.21,1,1
ESP-La Liga,2526,Girona,Bojan Miovski,MKD,FW,26,1999,0.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Bryan Gil,ESP,"MF,FW",24,2001,17.5,0,27,7,25.9,1.54,0.4,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Claudio Echeverri,ARG,"FW,MF",19,2006,6.9,1,21,7,33.3,3.03,1.01,0.05,0.14,0,0
ESP-La Liga,2526,Girona,Cristhian Stuani,URU,FW,38,1986,4.6,5,19,12,63.2,4.15,2.62,0.11,0.17,3,4
ESP-La Liga,2526,Girona,Daley Blind,NED,DF,35,1990,29.0,0,5,1,20.0,0.17,0.03,0.0,0.0,0,0
ESP-La Liga,2526,Girona,David López,ESP,DF,35,1989,3.3,0,1,1,100.0,0.31,0.31,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Dawda Camara,MTN,FW,22,2002,0.8,0,2,1,50.0,2.5,1.25,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Donny van de Beek,NED,MF,28,1997,0.5,0,2,1,50.0,4.39,2.2,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Fran Beltrán,ESP,MF,26,1999,11.2,1,10,3,30.0,0.89,0.27,0.1,0.33,0,0
ESP-La Liga,2526,Girona,Hugo Rincón,ESP,DF,22,2003,19.4,1,7,2,28.6,0.36,0.1,0.14,0.5,0,0
ESP-La Liga,2526,Girona,Iván Martín,ESP,MF,26,1999,28.1,0,13,5,38.5,0.46,0.18,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Jhon Solis,COL,MF,20,2004,4.2,0,3,2,66.7,0.71,0.47,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Joel Roca,ESP,"MF,FW",20,2005,16.4,3,48,16,33.3,2.93,0.98,0.06,0.19,0,0
ESP-La Liga,2526,Girona,Juan Arango,VEN,MF,19,2006,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Ladislav Krejčí,CZE,DF,26,1999,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
ESP-La Liga,2526,Girona,Lancinet Kourouma,GUI,FW,21,2004,0.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Marc-André ter Stegen,GER,GK,33,1992,2.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Paulo Gazzaniga,ARG,GK,33,1992,34.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Portu,ESP,"FW,MF",33,1992,5.3,0,9,5,55.6,1.71,0.95,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Thomas Lemar,FRA,MF,29,1995,14.0,3,17,8,47.1,1.22,0.57,0.18,0.38,0,0
ESP-La Liga,2526,Girona,Viktor Tsyhankov,UKR,"MF,FW",27,1997,29.2,6,51,21,41.2,1.75,0.72,0.12,0.29,0,0
ESP-La Liga,2526,Girona,Vitor Reis,BRA,DF,19,2006,34.9,1,19,4,21.1,0.54,0.11,0.05,0.25,0,0
ESP-La Liga,2526,Girona,Vladyslav Krapyvtsov,UKR,GK,20,2005,1.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Girona,Vladyslav Vanat,UKR,FW,23,2002,21.6,9,27,18,66.7,1.25,0.83,0.22,0.33,3,3
ESP-La Liga,2526,Girona,Yangel Herrera,VEN,MF,27,1998,1.2,0,1,0,0.0,0.82,0.0,0.0,,0,0
ESP-La Liga,2526,Girona,Yaser Asprilla,COL,"FW,MF",21,2003,6.8,0,15,5,33.3,2.21,0.74,0.0,0.0,0,0
ESP-La Liga,2526,Girona,Álex Moreno,ESP,DF,32,1993,28.4,0,17,5,29.4,0.6,0.18,0.0,0.0,0,0
ESP-La Liga,2526,Levante,Adrián de la Fuente,ESP,DF,26,1999,30.1,3,39,9,23.1,1.29,0.3,0.05,0.22,1,3
ESP-La Liga,2526,Levante,Alan Matturro,URU,DF,20,2004,10.5,1,8,1,12.5,0.76,0.1,0.13,1.0,0,0
ESP-La Liga,2526,Levante,Brugui,ESP,"MF,FW",28,1996,11.2,1,28,9,32.1,2.51,0.81,0.04,0.11,0,0
ESP-La Liga,2526,Levante,Carlos Espí,ESP,FW,20,2005,14.9,11,57,24,42.1,3.82,1.61,0.19,0.46,0,0
ESP-La Liga,2526,Levante,Carlos Álvarez,ESP,MF,21,2003,21.0,3,30,11,36.7,1.43,0.52,0.1,0.27,0,0
ESP-La Liga,2526,Levante,Diego Pampín,ESP,DF,25,2000,5.9,0,3,0,0.0,0.51,0.0,0.0,,0,0
ESP-La Liga,2526,Levante,Goduine Koyalipou,CTA,FW,25,2000,2.7,1,10,4,40.0,3.64,1.46,0.1,0.25,0,0
ESP-La Liga,2526,Levante,Iker Losada,ESP,MF,23,2001,10.0,3,14,4,28.6,1.4,0.4,0.21,0.75,0,0
ESP-La Liga,2526,Levante,Iván Romero,ESP,"FW,MF",24,2001,25.1,7,59,18,30.5,2.35,0.72,0.12,0.39,0,1
ESP-La Liga,2526,Levante,Jeremy Toljan,GER,DF,30,1994,35.2,1,9,1,11.1,0.26,0.03,0.11,1.0,0,0
ESP-La Liga,2526,Levante,Jorge Cabello,ESP,DF,21,2004,4.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Levante,José Luis Morales,ESP,MF,38,1987,4.0,1,11,4,36.4,2.73,0.99,0.0,0.0,1,1
ESP-La Liga,2526,Levante,Kareem Tunde,ESP,MF,19,2005,12.6,0,21,3,14.3,1.67,0.24,0.0,0.0,0,0
ESP-La Liga,2526,Levante,Karl Etta Eyong,CMR,FW,21,2003,15.7,6,43,21,48.8,2.73,1.33,0.14,0.29,0,1
ESP-La Liga,2526,Levante,Kervin Arriaga,HON,MF,27,1998,17.0,3,16,6,37.5,0.94,0.35,0.19,0.5,0,0
ESP-La Liga,2526,Levante,Manu Sánchez,ESP,DF,24,2000,31.3,1,13,4,30.8,0.42,0.13,0.08,0.25,0,0
ESP-La Liga,2526,Levante,Mathew Ryan,AUS,GK,33,1992,36.0,0,2,0,0.0,0.06,0.0,0.0,,0,0
ESP-La Liga,2526,Levante,Matias Moreno,ARG,DF,21,2003,25.0,0,10,0,0.0,0.4,0.0,0.0,,0,0
ESP-La Liga,2526,Levante,Nacho Pérez,ESP,DF,16,2008,1.6,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Levante,Olasagasti,ESP,MF,24,2000,19.3,1,28,9,32.1,1.45,0.47,0.04,0.11,0,0
ESP-La Liga,2526,Levante,Oriol Rey,ESP,MF,27,1998,14.7,0,8,1,12.5,0.55,0.07,0.0,0.0,0,0
ESP-La Liga,2526,Levante,Pablo Cuñat,ESP,GK,23,2002,2.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Levante,Pablo Martínez,ESP,MF,27,1998,20.6,1,28,4,14.3,1.36,0.19,0.04,0.25,0,0
ESP-La Liga,2526,Levante,Paco Cortés,ESP,"MF,FW",17,2007,5.2,0,12,4,33.3,2.29,0.76,0.0,0.0,0,0
ESP-La Liga,2526,Levante,Sergio Lozano,ESP,MF,26,1999,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2526,Levante,Tay Abed,ISR,MF,21,2004,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,0,0
ESP-La Liga,2526,Levante,Ugo Raghouber,FRA,MF,22,2003,7.8,0,3,0,0.0,0.38,0.0,0.0,,0,0
ESP-La Liga,2526,Levante,Unai Elgezabal,ESP,"DF,MF",32,1993,10.6,1,3,1,33.3,0.28,0.09,0.33,1.0,0,0
ESP-La Liga,2526,Levante,Unai Vencedor Paris,ESP,MF,24,2000,9.0,0,0,0,,0.0,0.0,,,0,0
