league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
INT-World Cup,2018,Poland,Bartosz Bereszyński,Poland,"MF,DF",25,1992,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Dawid Kownacki,Poland,FW,21,1997,0.8,0,2,1,50.0,2.43,1.22,0.0,0.0,0,0
INT-World Cup,2018,Poland,Grzegorz Krychowiak,Poland,MF,28,1990,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2018,Poland,Jacek Góralski,Poland,MF,25,1992,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Jakub Błaszczykowski,Poland,MF,32,1985,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Jan Bednarek,Poland,DF,22,1996,2.5,1,1,1,100.0,0.4,0.4,1.0,1.0,0,0
INT-World Cup,2018,Poland,Kamil Glik,Poland,DF,30,1988,1.1,0,1,0,0.0,0.89,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Kamil Grosicki,Poland,"MF,FW",30,1988,2.4,0,5,1,20.0,2.1,0.42,0.0,0.0,0,0
INT-World Cup,2018,Poland,Maciej Rybus,Poland,"MF,DF",28,1989,2.0,0,1,1,100.0,0.5,0.5,0.0,0.0,0,0
INT-World Cup,2018,Poland,Michał Pazdan,Poland,DF,30,1987,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Piotr Zieliński,Poland,"FW,MF",24,1994,2.9,0,4,0,0.0,1.4,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Rafał Kurzawa,Poland,MF,25,1993,0.9,0,2,0,0.0,2.28,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Robert Lewandowski,Poland,FW,29,1988,3.0,0,9,3,33.3,3.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Poland,Sławomir Peszko,Poland,MF,33,1985,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Thiago Cionek,Poland,DF,32,1986,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Wojciech Szczęsny,Poland,GK,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Łukasz Fabiański,Poland,GK,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Łukasz Piszczek,Poland,DF,33,1985,1.9,0,1,0,0.0,0.52,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Łukasz Teodorczyk,Poland,FW,27,1991,0.3,0,1,0,0.0,2.9,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Adrien Silva,Portugal,MF,29,1989,1.7,0,2,0,0.0,1.15,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,André Silva,Portugal,FW,22,1995,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Bernardo Silva,Portugal,MF,23,1994,2.6,0,2,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Bruno Fernandes,Portugal,MF,23,1994,1.0,0,3,0,0.0,3.07,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Cristiano Ronaldo,Portugal,FW,33,1985,4.0,4,21,8,38.1,5.25,2.0,0.14,0.38,1,2
INT-World Cup,2018,Portugal,Cédric Soares,Portugal,DF,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Gelson Martins,Portugal,"FW,MF",23,1995,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Gonçalo Guedes,Portugal,"FW,MF",21,1996,2.7,0,5,2,40.0,1.85,0.74,0.0,0.0,0,0
INT-World Cup,2018,Portugal,José Fonte,Portugal,DF,34,1983,4.0,0,3,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,João Moutinho,Portugal,MF,31,1986,2.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,João Mário,Portugal,MF,25,1993,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Manuel Fernandes,Portugal,MF,32,1986,0.1,0,2,1,50.0,30.0,15.0,0.0,0.0,0,0
INT-World Cup,2018,Portugal,Pepe,Portugal,DF,35,1983,4.0,1,3,1,33.3,0.75,0.25,0.33,1.0,0,0
INT-World Cup,2018,Portugal,Raphaël Guerreiro,Portugal,DF,24,1993,4.0,0,4,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Ricardo Pereira,Portugal,DF,24,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Ricardo Quaresma,Portugal,MF,34,1983,1.3,1,5,2,40.0,3.88,1.55,0.2,0.5,0,0
INT-World Cup,2018,Portugal,Rui Patrício,Portugal,GK,30,1988,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,William Carvalho,Portugal,MF,26,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Alan Dzagoev,Russia,MF,27,1990,0.5,0,1,0,0.0,2.14,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksandr Erokhin,Russia,MF,28,1989,1.0,0,2,0,0.0,1.98,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksandr Golovin,Russia,"MF,FW",22,1996,4.5,1,3,1,33.3,0.67,0.22,0.33,1.0,0,0
INT-World Cup,2018,Russia,Aleksandr Samedov,Russia,MF,33,1984,4.0,0,2,0,0.0,0.51,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksei Miranchuk,Russia,MF,22,1995,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Artem Dzyuba,Russia,FW,29,1988,3.7,3,8,4,50.0,2.18,1.09,0.25,0.5,1,1
INT-World Cup,2018,Russia,Daler Kuzyaev,Russia,MF,25,1993,3.4,0,2,1,50.0,0.59,0.3,0.0,0.0,0,0
INT-World Cup,2018,Russia,Denis Cheryshev,Russia,MF,27,1990,3.4,4,13,6,46.2,3.86,1.78,0.31,0.67,0,0
INT-World Cup,2018,Russia,Fyodor Kudryashov,Russia,DF,31,1987,3.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Fyodor Smolov,Russia,FW,28,1990,2.5,0,3,1,33.3,1.22,0.41,0.0,0.0,0,0
INT-World Cup,2018,Russia,Igor Akinfeev,Russia,GK,32,1986,5.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Igor Smolnikov,Russia,DF,29,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Ilya Kutepov,Russia,DF,24,1993,5.7,0,1,0,0.0,0.18,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Mário Fernandes,Russia,DF,27,1990,5.3,1,1,1,100.0,0.19,0.19,1.0,1.0,0,0
INT-World Cup,2018,Russia,Roman Zobnin,Russia,MF,24,1994,5.7,0,7,2,28.6,1.24,0.35,0.0,0.0,0,0
INT-World Cup,2018,Russia,Sergei Ignashevich,Russia,DF,38,1979,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,0,0
INT-World Cup,2018,Russia,Vladimir Granat,Russia,DF,31,1987,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Yuri Gazinskiy,Russia,MF,28,1989,3.0,1,2,1,50.0,0.67,0.34,0.5,1.0,0,0
INT-World Cup,2018,Russia,Yuri Zhirkov,Russia,DF,34,1983,2.4,0,2,0,0.0,0.82,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Abdullah Al-Mayouf,Saudi Arabia,GK,31,1987,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Abdullah Otayf,Saudi Arabia,MF,25,1992,2.7,0,2,0,0.0,0.74,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Ali Al-Bulaihi,Saudi Arabia,DF,28,1989,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Fahad Al Muwallad,Saudi Arabia,FW,23,1994,2.0,0,2,1,50.0,0.99,0.49,0.0,0.0,0,1
INT-World Cup,2018,Saudi Arabia,Hattan Bahebri,Saudi Arabia,FW,25,1992,1.7,0,7,3,42.9,4.06,1.74,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Hussain Al Moqahwi,Saudi Arabia,MF,30,1988,1.5,0,5,1,20.0,3.28,0.66,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Mohamed Kanno,Saudi Arabia,MF,23,1994,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al Sahlawi,Saudi Arabia,FW,31,1987,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Breik,Saudi Arabia,DF,25,1992,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,26,1991,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Motaz Hawsawi,Saudi Arabia,DF,26,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Muhannad Assiri,Saudi Arabia,"FW,MF",31,1986,0.4,0,1,1,100.0,2.73,2.73,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Omar Hawsawi,Saudi Arabia,DF,32,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Osama Hawsawi,Saudi Arabia,DF,34,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,FW,26,1991,3.0,1,7,2,28.6,2.33,0.67,0.14,0.5,0,0
INT-World Cup,2018,Saudi Arabia,Salman Al-Faraj,Saudi Arabia,MF,28,1989,3.0,1,3,1,33.3,1.0,0.33,0.0,0.0,1,1
INT-World Cup,2018,Saudi Arabia,Taisir Al-Jassim,Saudi Arabia,MF,33,1984,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yahya Al-Shehri,Saudi Arabia,FW,27,1990,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yasser Al Mosailem,Saudi Arabia,GK,34,1984,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yasser Al-Shahrani,Saudi Arabia,DF,26,1992,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Alfred N'Diaye,Senegal,MF,28,1990,1.7,0,1,0,0.0,0.6,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Badou Ndiaye,Senegal,MF,27,1990,0.9,0,1,0,0.0,1.13,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Cheikh N'Doye,Senegal,MF,32,1986,0.4,0,1,0,0.0,2.31,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Cheikhou Kouyaté,Senegal,MF,28,1989,1.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Diafra Sakho,Senegal,FW,28,1989,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Idrissa Gueye,Senegal,MF,28,1989,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Ismaila Sarr,Senegal,"MF,FW",20,1998,3.0,0,3,2,66.7,1.0,0.67,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Kalidou Koulibaly,Senegal,DF,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Keita Baldé,Senegal,FW,23,1995,0.9,0,1,1,100.0,1.14,1.14,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Khadim N'Diaye,Senegal,GK,33,1985,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Lamine Gassama,Senegal,DF,28,1989,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,M'Baye Niang,Senegal,FW,23,1994,2.7,1,8,5,62.5,2.95,1.84,0.13,0.2,0,0
INT-World Cup,2018,Senegal,Mame Biram Diouf,Senegal,FW,30,1987,0.7,0,1,0,0.0,1.36,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Moussa Konaté,Senegal,FW,25,1993,0.3,0,1,1,100.0,3.33,3.33,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Moussa Wagué,Senegal,DF,19,1998,2.2,1,1,1,100.0,0.46,0.46,1.0,1.0,0,0
INT-World Cup,2018,Senegal,Sadio Mané,Senegal,"MF,FW",26,1992,3.0,1,3,1,33.3,1.0,0.33,0.33,1.0,0,0
INT-World Cup,2018,Senegal,Salif Sané,Senegal,DF,27,1990,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Youssouf Sabaly,Senegal,DF,25,1993,2.8,0,2,1,50.0,0.71,0.36,0.0,0.0,0,0
INT-World Cup,2018,Serbia,Adem Ljajić,Serbia,MF,26,1991,1.9,0,1,0,0.0,0.53,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Aleksandar Kolarov,Serbia,DF,32,1985,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2018,Serbia,Aleksandar Mitrović,Serbia,FW,23,1994,3.0,1,14,6,42.9,4.74,2.03,0.07,0.17,0,0
INT-World Cup,2018,Serbia,Aleksandar Prijović,Serbia,FW,28,1990,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Andrija Živković,Serbia,"FW,MF",21,1996,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Antonio Rukavina,Serbia,DF,34,1984,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Branislav Ivanović,Serbia,DF,34,1984,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Dušan Tadić,Serbia,MF,29,1988,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,0,0
INT-World Cup,2018,Serbia,Duško Tošić,Serbia,DF,33,1985,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Filip Kostić,Serbia,MF,25,1992,1.8,0,3,0,0.0,1.64,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Luka Jović,Serbia,FW,20,1997,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Luka Milivojević,Serbia,MF,27,1991,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Miloš Veljković,Serbia,DF,22,1995,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Nemanja Matić,Serbia,MF,29,1988,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Nemanja Radonjić,Serbia,"FW,MF",22,1996,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Nikola Milenković,Serbia,DF,20,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Sergej Milinković-Savić,Serbia,MF,23,1995,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Vladimir Stojković,Serbia,GK,34,1983,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Andrés Iniesta,Spain,MF,34,1984,3.1,0,5,1,20.0,1.59,0.32,0.0,0.0,0,0
INT-World Cup,2018,Spain,Dani Carvajal,Spain,DF,26,1992,2.6,0,2,0,0.0,0.78,0.0,0.0,,0,0
INT-World Cup,2018,Spain,David Silva,Spain,MF,32,1986,3.6,0,10,2,20.0,2.78,0.56,0.0,0.0,0,0
INT-World Cup,2018,Spain,David de Gea,Spain,GK,27,1990,4.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Diego Costa,Spain,FW,29,1988,3.5,3,10,6,60.0,2.85,1.71,0.3,0.5,0,0
INT-World Cup,2018,Spain,Gerard Piqué,Spain,DF,31,1987,4.3,0,9,3,33.3,2.08,0.69,0.0,0.0,0,0
INT-World Cup,2018,Spain,Iago Aspas,Spain,"FW,MF",30,1987,0.8,1,5,3,60.0,6.25,3.75,0.2,0.33,0,0
INT-World Cup,2018,Spain,Isco,Spain,MF,26,1992,4.3,1,9,4,44.4,2.08,0.92,0.11,0.25,0,0
INT-World Cup,2018,Spain,Jordi Alba,Spain,DF,29,1989,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,0,0
INT-World Cup,2018,Spain,Koke,Spain,MF,26,1992,2.6,0,2,0,0.0,0.78,0.0,0.0,,0,0
INT-World Cup,2018,Spain,Lucas Vázquez,Spain,MF,26,1991,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Marco Asensio,Spain,MF,22,1996,1.5,0,2,1,50.0,1.36,0.68,0.0,0.0,0,0
INT-World Cup,2018,Spain,Nacho,Spain,DF,28,1990,1.8,1,1,1,100.0,0.57,0.57,1.0,1.0,0,0
INT-World Cup,2018,Spain,Rodrigo,Spain,"FW,MF",27,1991,0.3,0,4,2,50.0,13.85,6.92,0.0,0.0,0,0
INT-World Cup,2018,Spain,Sergio Busquets,Spain,MF,29,1988,4.3,0,5,1,20.0,1.15,0.23,0.0,0.0,0,0
INT-World Cup,2018,Spain,Sergio Ramos,Spain,DF,32,1986,4.3,0,5,0,0.0,1.15,0.0,0.0,,0,0
INT-World Cup,2018,Spain,Thiago Alcántara,Spain,MF,27,1991,1.0,0,2,0,0.0,1.91,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Albin Ekdal,Sweden,MF,28,1989,4.7,0,3,0,0.0,0.64,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Andreas Granqvist,Sweden,DF,33,1985,5.0,2,6,4,66.7,1.2,0.8,0.0,0.0,2,2
INT-World Cup,2018,Sweden,Emil Forsberg,Sweden,MF,26,1991,4.6,1,14,3,21.4,3.04,0.65,0.07,0.33,0,0
INT-World Cup,2018,Sweden,Emil Krafth,Sweden,DF,23,1994,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Gustav Svensson,Sweden,MF,31,1987,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Isaac Kiese Thelin,Sweden,FW,25,1992,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Jimmy Durmaz,Sweden,MF,29,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,John Guidetti,Sweden,FW,26,1992,0.4,0,1,1,100.0,2.31,2.31,0.0,0.0,0,0
INT-World Cup,2018,Sweden,Ludwig Augustinsson,Sweden,DF,24,1994,5.0,1,3,1,33.3,0.6,0.2,0.33,1.0,0,0
INT-World Cup,2018,Sweden,Marcus Berg,Sweden,FW,31,1986,4.7,0,15,8,53.3,3.18,1.69,0.0,0.0,0,0
INT-World Cup,2018,Sweden,Martin Olsson,Sweden,"DF,MF",30,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Mikael Lustig,Sweden,DF,31,1986,3.9,0,1,0,0.0,0.26,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Ola Toivonen,Sweden,FW,31,1986,4.4,1,4,3,75.0,0.91,0.68,0.25,0.33,0,0
INT-World Cup,2018,Sweden,Oscar Hiljemark,Sweden,MF,25,1992,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Pontus Jansson,Sweden,DF,27,1991,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Robin Olsen,Sweden,GK,28,1990,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Sebastian Larsson,Sweden,MF,33,1985,3.5,0,1,0,0.0,0.28,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Victor Lindelöf,Sweden,DF,23,1994,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Viktor Claesson,Sweden,MF,26,1992,4.8,0,6,1,16.7,1.25,0.21,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Blerim Džemaili,Switzerland,MF,32,1986,3.6,1,8,3,37.5,2.22,0.83,0.13,0.33,0,0
INT-World Cup,2018,Switzerland,Breel Embolo,Switzerland,MF,21,1997,1.5,0,5,2,40.0,3.28,1.31,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Denis Zakaria,Switzerland,"DF,MF",21,1996,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Switzerland,Fabian Schär,Switzerland,DF,26,1991,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Granit Xhaka,Switzerland,MF,25,1992,4.0,1,4,1,25.0,1.0,0.25,0.25,1.0,0,0
INT-World Cup,2018,Switzerland,Haris Seferović,Switzerland,FW,26,1992,1.6,0,1,1,100.0,0.63,0.63,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Johan Djourou,Switzerland,DF,31,1987,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Josip Drmić,Switzerland,FW,25,1992,1.3,1,4,1,25.0,3.19,0.8,0.25,1.0,0,0
INT-World Cup,2018,Switzerland,Manuel Akanji,Switzerland,DF,22,1995,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Mario Gavranović,Switzerland,FW,28,1989,1.3,0,4,1,25.0,3.19,0.8,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Michael Lang,Switzerland,DF,27,1991,1.1,0,1,0,0.0,0.87,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Ricardo Rodríguez,Switzerland,DF,25,1992,4.0,0,7,2,28.6,1.75,0.5,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Stephan Lichtsteiner,Switzerland,DF,34,1984,3.0,0,2,0,0.0,0.68,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Steven Zuber,Switzerland,MF,26,1991,2.8,1,4,2,50.0,1.43,0.72,0.25,0.5,0,0
INT-World Cup,2018,Switzerland,Valon Behrami,Switzerland,MF,33,1985,3.4,0,1,0,0.0,0.29,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Xherdan Shaqiri,Switzerland,MF,26,1991,3.9,1,13,1,7.7,3.34,0.26,0.08,1.0,0,0
INT-World Cup,2018,Switzerland,Yann Sommer,Switzerland,GK,29,1988,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ahmed Khalil,Tunisia,MF,23,1994,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ali Maâloul,Tunisia,DF,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Anice Badri,Tunisia,"MF,FW",27,1990,2.5,0,3,2,66.7,1.2,0.8,0.0,0.0,0,0
INT-World Cup,2018,Tunisia,Aymen Mathlouthi,Tunisia,GK,33,1984,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Bassem Srarfi,Tunisia,"FW,MF",20,1997,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Dylan Bronn,Tunisia,DF,22,1995,1.3,1,1,1,100.0,0.8,0.8,1.0,1.0,0,0
INT-World Cup,2018,Tunisia,Ellyes Skhiri,Tunisia,MF,23,1995,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Fakhreddine Ben Youssef,Tunisia,FW,26,1991,3.0,1,7,2,28.6,2.33,0.67,0.14,0.5,0,0
INT-World Cup,2018,Tunisia,Farouk Ben Mustapha,Tunisia,GK,28,1989,1.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ferjani Sassi,Tunisia,MF,26,1992,2.1,1,5,1,20.0,2.33,0.47,0.0,0.0,1,1
INT-World Cup,2018,Tunisia,Ghaylène Chaalali,Tunisia,MF,24,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Tunisia,Hamdi Nagguez,Tunisia,DF,25,1992,1.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Mohamed Ben Amor,Tunisia,"DF,MF",26,1992,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Mouez Hassen,Tunisia,GK,23,1995,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Naïm Sliti,Tunisia,FW,25,1992,2.0,0,6,1,16.7,3.0,0.5,0.0,0.0,0,0
INT-World Cup,2018,Tunisia,Oussama Haddadi,Tunisia,DF,26,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Rami Bedoui,Tunisia,DF,28,1990,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Saber Khalifa,Tunisia,FW,31,1986,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Saîf-Eddine Khaoui,Tunisia,MF,23,1995,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2018,Tunisia,Syam Ben Youssef,Tunisia,DF,29,1989,1.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Wahbi Khazri,Tunisia,FW,27,1991,2.9,2,11,5,45.5,3.78,1.72,0.18,0.4,0,0
INT-World Cup,2018,Tunisia,Yassine Meriah,Tunisia,DF,24,1993,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Yohan Benalouane,Tunisia,DF,31,1987,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Carlos Sánchez,Uruguay,MF,33,1984,1.4,0,2,0,0.0,1.45,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Cristhian Stuani,Uruguay,FW,31,1986,0.8,0,1,0,0.0,1.2,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Cristian Rodríguez,Uruguay,MF,32,1985,1.9,0,4,2,50.0,2.14,1.07,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Diego Godín,Uruguay,DF,32,1986,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Diego Laxalt,Uruguay,"DF,MF",25,1993,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Edinson Cavani,Uruguay,FW,31,1987,3.8,3,16,6,37.5,4.21,1.58,0.19,0.5,0,0
INT-World Cup,2018,Uruguay,Fernando Muslera,Uruguay,GK,31,1986,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Giorgian de Arrascaeta,Uruguay,MF,24,1994,1.0,0,1,0,0.0,1.05,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Guillermo Varela,Uruguay,DF,25,1993,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Jonathan Urretaviscaya,Uruguay,"FW,MF",28,1990,0.2,0,0,0,,0.0,0.0,,,0,0
