league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off
INT-World Cup,2018,Korea Republic,Go Yo-han,Korea Republic,"DF,FW",30,1988,1,12,12,4.4,0.1,0,,0,1,11,2,3.0,2,0,2,15.0,15.7
INT-World Cup,2018,Korea Republic,Hong Chul,Korea Republic,DF,27,1990,2,97,49,35.9,1.1,1,91,1,1,6,1,1.5,3,0,3,2.78,4.34
INT-World Cup,2018,Korea Republic,Hwang Hee-chan,Korea Republic,"MF,FW",22,1996,3,203,68,75.2,2.3,2,90,2,1,23,0,1.0,1,3,-2,-0.89,-3.57
INT-World Cup,2018,Korea Republic,Jang Hyun-soo,Korea Republic,"DF,MF",26,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,26,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Ju Se-jong,Korea Republic,MF,27,1990,2,85,43,31.5,0.9,1,64,0,1,21,1,1.5,2,1,1,1.06,1.55
INT-World Cup,2018,Korea Republic,Jung Seung-hyun,Korea Republic,DF,24,1994,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Korea Republic,Jung Woo-young,Korea Republic,MF,28,1989,3,128,43,47.4,1.4,1,92,1,2,18,0,1.0,3,0,3,2.11,4.01
INT-World Cup,2018,Korea Republic,Ki Sung-yueng,Korea Republic,MF,29,1989,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,1,3,-2,-1.0,-3.0
INT-World Cup,2018,Korea Republic,Kim Jin-hyeon,Korea Republic,GK,30,1987,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Korea Republic,Kim Min-woo,Korea Republic,DF,28,1990,2,146,73,54.1,1.6,1,84,0,1,62,1,0.0,0,3,-3,-1.85,-4.03
INT-World Cup,2018,Korea Republic,Kim Seung-gyu,Korea Republic,GK,27,1990,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Korea Republic,Kim Shin-wook,Korea Republic,FW,30,1988,1,66,66,24.4,0.7,1,66,0,0,,2,0.0,0,1,-1,-1.36,-1.8
INT-World Cup,2018,Korea Republic,Kim Young-gwon,Korea Republic,DF,28,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Koo Ja-cheol,Korea Republic,"MF,FW",29,1989,2,126,63,46.7,1.4,2,63,0,0,,1,1.5,0,1,-1,-0.71,-1.34
INT-World Cup,2018,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",25,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Lee Seung-woo,Korea Republic,"FW,MF",20,1998,2,46,23,17.0,0.5,0,,0,2,22,1,0.0,1,1,0,0.0,0.0
INT-World Cup,2018,Korea Republic,Lee Yong,Korea Republic,DF,31,1986,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Moon Seon-min,Korea Republic,MF,26,1992,2,144,72,53.3,1.6,2,72,0,0,,1,1.5,0,2,-2,-1.25,-2.68
INT-World Cup,2018,Korea Republic,Oh Ban-suk,Korea Republic,DF,30,1988,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Korea Republic,Park Joo-ho,Korea Republic,DF,31,1987,1,27,27,10.0,0.3,1,27,0,0,,1,0.0,0,0,0,0.0,0.0
INT-World Cup,2018,Korea Republic,Son Heung-min,Korea Republic,FW,25,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,3,0,0.0,
INT-World Cup,2018,Korea Republic,Yun Young-sun,Korea Republic,DF,29,1988,1,90,90,33.3,1.0,1,90,1,0,,2,3.0,2,0,2,2.0,3.0
INT-World Cup,2018,Mexico,Alfredo Talavera,Mexico,GK,35,1982,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Mexico,Andrés Guardado,Mexico,MF,31,1986,4,303,76,84.2,3.4,4,76,1,0,,0,1.5,3,5,-2,-0.59,0.98
INT-World Cup,2018,Mexico,Carlos Salcedo,Mexico,DF,24,1993,4,360,90,100.0,4.0,4,90,4,0,,0,1.5,3,6,-3,-0.75,
INT-World Cup,2018,Mexico,Carlos Vela,Mexico,"MF,FW",29,1989,4,313,78,86.9,3.5,4,78,2,0,,0,1.5,3,5,-2,-0.58,1.34
INT-World Cup,2018,Mexico,Edson Álvarez,Mexico,DF,20,1997,4,267,67,74.2,3.0,3,78,2,1,32,0,1.5,2,5,-3,-1.01,-1.01
INT-World Cup,2018,Mexico,Erick Gutiérrez,Mexico,MF,22,1995,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Mexico,Giovani dos Santos,Mexico,"FW,MF",29,1989,1,14,14,3.9,0.2,0,,0,1,13,3,3.0,0,1,-1,-6.43,-5.91
INT-World Cup,2018,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4,360,90,100.0,4.0,4,90,4,0,,0,1.5,3,6,-3,-0.75,
INT-World Cup,2018,Mexico,Hirving Lozano,Mexico,"MF,FW",22,1995,4,315,79,87.5,3.5,4,79,2,0,,0,1.5,3,5,-2,-0.57,1.43
INT-World Cup,2018,Mexico,Hugo Ayala,Mexico,DF,31,1987,2,180,90,50.0,2.0,2,90,2,0,,2,1.5,1,2,-1,-0.5,0.5
INT-World Cup,2018,Mexico,Héctor Herrera,Mexico,MF,28,1990,4,360,90,100.0,4.0,4,90,4,0,,0,1.5,3,6,-3,-0.75,
INT-World Cup,2018,Mexico,Héctor Moreno,Mexico,DF,30,1988,3,270,90,75.0,3.0,3,90,3,0,,0,2.0,3,4,-1,-0.33,1.67
INT-World Cup,2018,Mexico,Javier Aquino,Mexico,"DF,MF",28,1990,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Mexico,Javier Hernández,Mexico,FW,30,1988,4,329,82,91.4,3.7,4,82,3,0,,0,1.5,3,5,-2,-0.55,2.36
INT-World Cup,2018,Mexico,Jesús Corona,Mexico,"DF,FW",25,1993,2,36,18,10.0,0.4,0,,0,2,17,2,1.5,0,1,-1,-2.5,-1.94
INT-World Cup,2018,Mexico,Jesús Gallardo,Mexico,DF,23,1994,4,334,84,92.8,3.7,4,84,3,0,,0,1.5,3,5,-2,-0.54,2.92
INT-World Cup,2018,Mexico,Jonathan dos Santos,Mexico,MF,28,1990,1,36,36,10.0,0.4,0,,0,1,35,3,0.0,0,1,-1,-2.5,-1.94
INT-World Cup,2018,Mexico,José Corona,Mexico,GK,37,1981,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Mexico,Marco Fabián,Mexico,"FW,MF",28,1989,1,26,26,7.2,0.3,0,,0,1,25,3,0.0,0,1,-1,-3.46,-2.92
INT-World Cup,2018,Mexico,Miguel Layún,Mexico,MF,29,1988,4,313,78,86.9,3.5,3,89,2,1,45,0,1.5,3,6,-3,-0.86,-0.86
INT-World Cup,2018,Mexico,Oribe Peralta,Mexico,FW,34,1984,1,2,2,0.6,0.0,0,,0,1,1,3,0.0,0,0,0,0.0,0.75
INT-World Cup,2018,Mexico,Rafael Márquez,Mexico,MF,39,1979,3,86,29,23.9,1.0,1,47,0,2,20,1,2.0,0,1,-1,-1.05,-0.39
INT-World Cup,2018,Mexico,Raúl Jiménez,Mexico,FW,27,1991,2,56,28,15.6,0.6,0,,0,2,27,2,1.5,0,1,-1,-1.61,-1.02
INT-World Cup,2018,Morocco,Achraf Hakimi,Morocco,DF,19,1998,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,4,-2,-0.67,
INT-World Cup,2018,Morocco,Ahmed Reda Tagnaouti,Morocco,GK,22,1996,0,,,,,0,,0,0,,2,,,,,,
INT-World Cup,2018,Morocco,Amine Harit,Morocco,MF,20,1997,1,81,81,30.0,0.9,1,81,0,0,,2,0.0,0,0,0,0.0,0.95
INT-World Cup,2018,Morocco,Ayoub El Kaabi,Morocco,FW,24,1993,2,98,49,36.3,1.1,1,77,0,1,21,1,0.0,0,0,0,0.0,1.05
INT-World Cup,2018,Morocco,Aziz Bouhaddouz,Morocco,FW,31,1987,2,20,10,7.4,0.2,0,,0,2,9,1,0.5,0,2,-2,-9.0,-9.0
INT-World Cup,2018,Morocco,Fayçal Fajr,Morocco,MF,29,1988,2,33,17,12.2,0.4,0,,0,2,16,1,0.5,1,1,0,0.0,0.76
INT-World Cup,2018,Morocco,Hakim Ziyech,Morocco,MF,25,1993,3,264,88,97.8,2.9,3,88,2,0,,0,0.33,2,3,-1,-0.34,14.66
INT-World Cup,2018,Morocco,Hamza Mendyl,Morocco,"DF,MF",20,1997,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Morocco,Karim El Ahmadi,Morocco,MF,33,1985,3,265,88,98.1,2.9,3,88,2,0,,0,0.33,2,4,-2,-0.68,-0.68
INT-World Cup,2018,Morocco,Khalid Boutaïb,Morocco,FW,31,1987,2,139,70,51.5,1.5,2,70,0,0,,1,0.5,1,2,-1,-0.65,0.04
INT-World Cup,2018,Morocco,M'barek Boussoufa,Morocco,MF,33,1984,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,4,-2,-0.67,
INT-World Cup,2018,Morocco,Manuel da Costa,Morocco,DF,32,1986,3,189,63,70.0,2.1,2,91,2,1,8,0,0.33,2,4,-2,-0.95,-0.95
INT-World Cup,2018,Morocco,Medhi Benatia,Morocco,DF,31,1987,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,0,2,-2,-1.0,-1.0
INT-World Cup,2018,Morocco,Mehdi Carcela,Morocco,"FW,MF",28,1989,1,16,16,5.9,0.2,0,,0,1,15,2,0.0,0,0,0,0.0,0.71
INT-World Cup,2018,Morocco,Munir,Morocco,GK,29,1989,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,4,-2,-0.67,
INT-World Cup,2018,Morocco,Nabil Dirar,Morocco,DF,32,1986,2,180,90,66.7,2.0,2,90,2,0,,1,0.5,2,3,-1,-0.5,0.5
INT-World Cup,2018,Morocco,Nordin Amrabat,Morocco,"MF,FW",31,1987,3,255,85,94.4,2.8,3,85,2,0,,0,0.33,2,3,-1,-0.35,5.65
INT-World Cup,2018,Morocco,Romain Saïss,Morocco,DF,28,1990,2,180,90,66.7,2.0,2,90,2,0,,1,0.5,2,3,-1,-0.5,0.5
INT-World Cup,2018,Morocco,Sofyan Amrabat,Morocco,"DF,MF",21,1996,1,15,15,5.6,0.2,0,,0,1,14,2,0.0,0,1,-1,-6.0,-5.65
INT-World Cup,2018,Morocco,Yassine Bounou,Morocco,GK,27,1991,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Morocco,Younès Belhanda,Morocco,"MF,FW",28,1990,3,226,75,83.7,2.5,3,75,1,0,,0,0.33,1,3,-2,-0.8,-0.8
INT-World Cup,2018,Morocco,Youssef Aït Bennasser,Morocco,MF,21,1996,0,,,,,0,,0,0,,1,,,,,,
INT-World Cup,2018,Morocco,Youssef En-Nesyri,Morocco,FW,21,1997,1,19,19,7.0,0.2,0,,0,1,18,2,1.0,1,1,0,0.0,0.72
INT-World Cup,2018,Nigeria,Ahmed Musa,Nigeria,FW,25,1992,3,208,69,77.0,2.3,2,90,1,1,28,0,1.0,3,3,0,0.0,1.45
INT-World Cup,2018,Nigeria,Alex Iwobi,Nigeria,MF,22,1996,3,63,21,23.3,0.7,1,63,0,2,0,0,1.0,0,1,-1,-1.43,-1.43
INT-World Cup,2018,Nigeria,Brian Idowu,Nigeria,"MF,DF",26,1992,3,225,75,83.3,2.5,3,75,2,0,,0,1.0,1,4,-3,-1.2,-5.2
INT-World Cup,2018,Nigeria,Chidozie Awaziem,Nigeria,"DF,MF",21,1997,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Daniel Akpeyi,Nigeria,GK,31,1986,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Elderson Echiéjilé,Nigeria,DF,30,1988,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,4,-1,-0.33,
INT-World Cup,2018,Nigeria,Ikechukwu Ezenwa,Nigeria,GK,29,1988,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Joel Obi,Nigeria,MF,27,1991,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,John Obi Mikel,Nigeria,MF,31,1987,3,267,89,98.9,3.0,3,89,2,0,,0,1.0,3,4,-1,-0.34,-0.34
INT-World Cup,2018,Nigeria,John Ogu,Nigeria,MF,30,1988,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Kelechi Iheanacho,Nigeria,FW,21,1996,3,148,49,54.8,1.6,2,65,0,1,18,0,1.0,2,1,1,0.61,2.08
INT-World Cup,2018,Nigeria,Kenneth Omeruo,Nigeria,DF,24,1993,2,179,90,66.3,2.0,2,90,1,0,,1,1.5,3,2,1,0.5,2.48
INT-World Cup,2018,Nigeria,Leon Balogun,Nigeria,DF,29,1988,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,4,-1,-0.33,
INT-World Cup,2018,Nigeria,Odion Ighalo,Nigeria,FW,28,1989,3,122,41,45.2,1.4,1,72,0,2,25,0,1.0,1,3,-2,-1.48,-2.08
INT-World Cup,2018,Nigeria,Ogenyi Onazi,Nigeria,MF,25,1992,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Nigeria,Oghenekaro Etebo,Nigeria,MF,22,1995,3,269,90,99.6,3.0,3,90,2,0,,0,1.0,3,4,-1,-0.33,-0.33
INT-World Cup,2018,Nigeria,Shehu Abdullahi,Nigeria,DF,25,1993,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,0,2,-2,-2.0,-2.5
INT-World Cup,2018,Nigeria,Simeon Nwankwo,Nigeria,FW,26,1992,2,4,2,1.5,0.0,0,,0,2,1,1,0.0,0,0,0,0.0,0.34
INT-World Cup,2018,Nigeria,Tyronne Ebuehi,Nigeria,DF,22,1995,1,45,45,16.7,0.5,0,,0,1,45,2,3.0,2,0,2,4.0,5.2
INT-World Cup,2018,Nigeria,Victor Moses,Nigeria,MF,27,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,4,-1,-0.33,
INT-World Cup,2018,Nigeria,Wilfred Ndidi,Nigeria,MF,21,1996,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,4,-1,-0.33,
INT-World Cup,2018,Nigeria,William Troost-Ekong,Nigeria,DF,24,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,3,4,-1,-0.33,
INT-World Cup,2018,Panama,Abdiel Arroyo,Panama,FW,24,1993,2,32,16,11.9,0.4,0,,0,2,15,1,0.0,1,0,1,2.81,6.59
INT-World Cup,2018,Panama,Adolfo Machado,Panama,DF,33,1985,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,1,2,-1,-1.0,3.0
INT-World Cup,2018,Panama,Aníbal Godoy,Panama,MF,28,1990,3,241,80,89.3,2.7,3,80,2,0,,0,0.0,1,11,-10,-3.73,-6.84
INT-World Cup,2018,Panama,Armando Cooper,Panama,MF,30,1987,2,180,90,66.7,2.0,2,90,2,0,,0,0.0,1,9,-8,-4.0,-3.0
INT-World Cup,2018,Panama,Blas Pérez,Panama,FW,37,1981,2,162,81,60.0,1.8,2,81,1,0,,1,0.0,1,8,-7,-3.89,-2.22
INT-World Cup,2018,Panama,Erick Davis,Panama,DF,27,1991,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,1,9,-8,-4.0,-3.0
INT-World Cup,2018,Panama,Felipe Baloy,Panama,DF,37,1981,1,22,22,8.1,0.2,0,,0,1,21,2,0.0,1,0,1,4.09,7.72
INT-World Cup,2018,Panama,Fidel Escobar,Panama,DF,23,1995,3,270,90,100.0,3.0,3,90,3,0,,0,0.0,2,11,-9,-3.0,
INT-World Cup,2018,Panama,Gabriel Gómez,Panama,MF,34,1984,3,248,83,91.9,2.8,3,83,2,0,,0,0.0,1,11,-10,-3.63,-7.72
INT-World Cup,2018,Panama,Gabriel Torres,Panama,FW,29,1988,2,73,37,27.0,0.8,1,46,0,1,27,1,0.0,1,2,-1,-1.23,2.42
INT-World Cup,2018,Panama,Harold Cummings,Panama,DF,26,1992,1,45,45,16.7,0.5,0,,0,1,45,2,0.0,0,2,-2,-4.0,-1.2
INT-World Cup,2018,Panama,Ismael Díaz,Panama,"FW,MF",21,1997,1,28,28,10.4,0.3,0,,0,1,27,1,0.0,0,2,-2,-6.43,-3.83
INT-World Cup,2018,Panama,Jaime Penedo,Panama,GK,36,1981,3,270,90,100.0,3.0,3,90,3,0,,0,0.0,2,11,-9,-3.0,
INT-World Cup,2018,Panama,José Calderón,Panama,GK,32,1985,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Panama,José Luis Rodríguez,Panama,"MF,FW",19,1998,3,242,81,89.6,2.7,3,81,2,0,,0,0.0,2,9,-7,-2.6,3.83
INT-World Cup,2018,Panama,Luis Ovalle,Panama,DF,29,1988,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,1,2,-1,-1.0,3.0
INT-World Cup,2018,Panama,Luis Tejada,Panama,FW,36,1982,2,53,27,19.6,0.6,0,,0,2,26,1,0.0,0,2,-2,-3.4,-0.49
INT-World Cup,2018,Panama,Michael Amir Murillo,Panama,DF,22,1996,2,180,90,66.7,2.0,2,90,2,0,,0,0.0,1,9,-8,-4.0,-3.0
INT-World Cup,2018,Panama,Ricardo Ávila,Panama,MF,21,1997,2,109,55,40.4,1.2,1,81,0,1,28,1,0.0,2,2,0,0.0,5.03
INT-World Cup,2018,Panama,Román Torres,Panama,DF,32,1986,3,235,78,87.0,2.6,3,78,2,0,,0,0.0,2,10,-8,-3.06,-0.49
INT-World Cup,2018,Panama,Valentín Pimentel,Panama,MF,27,1991,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Panama,Yoel Bárcenas,Panama,"MF,FW",24,1993,3,220,73,81.5,2.4,3,73,1,0,,0,0.0,1,9,-8,-3.27,-1.47
INT-World Cup,2018,Panama,Álex Rodríguez,Panama,GK,27,1990,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Alberto Rodríguez,Peru,DF,34,1984,2,135,68,50.0,1.5,2,68,1,0,,1,0.0,0,2,-2,-1.33,-2.67
INT-World Cup,2018,Peru,Aldo Corzo,Peru,DF,29,1989,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Anderson Santamaría,Peru,DF,26,1992,2,135,68,50.0,1.5,1,90,1,1,45,1,1.5,2,0,2,1.33,2.67
INT-World Cup,2018,Peru,André Carrillo,Peru,MF,27,1991,3,258,86,95.6,2.9,3,86,2,0,,0,1.0,2,2,0,0.0,0.0
INT-World Cup,2018,Peru,Andy Polo,Peru,"DF,FW",23,1994,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Carlos Cáceda,Peru,GK,26,1991,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Christian Cueva,Peru,MF,26,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,2,0,0.0,
INT-World Cup,2018,Peru,Christian Ramos,Peru,DF,29,1988,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,2,0,0.0,
INT-World Cup,2018,Peru,Edison Flores,Peru,MF,24,1994,3,241,80,89.3,2.7,3,80,2,0,,0,1.0,2,2,0,0.0,0.0
INT-World Cup,2018,Peru,Jefferson Farfán,Peru,FW,33,1984,2,129,65,47.8,1.4,1,84,0,1,45,0,0.0,0,1,-1,-0.7,-1.34
INT-World Cup,2018,Peru,José Carvallo,Peru,GK,32,1986,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Luis Advíncula,Peru,DF,28,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,2,0,0.0,
INT-World Cup,2018,Peru,Miguel Araujo,Peru,DF,23,1994,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Miguel Trauco,Peru,DF,25,1992,3,261,87,96.7,2.9,3,87,2,0,,0,1.0,2,2,0,0.0,0.0
INT-World Cup,2018,Peru,Nilson Loyola,Peru,"DF,FW",23,1994,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Peru,Paolo Guerrero,Peru,FW,34,1984,3,209,70,77.4,2.3,2,91,2,1,28,0,1.0,2,1,1,0.43,1.91
INT-World Cup,2018,Peru,Paolo Hurtado,Peru,MF,27,1990,1,28,28,10.4,0.3,0,,0,1,27,2,3.0,0,0,0,0.0,0.0
INT-World Cup,2018,Peru,Pedro Aquino,Peru,MF,23,1995,3,139,46,51.5,1.5,1,91,1,2,24,0,1.0,1,1,0,0.0,0.0
INT-World Cup,2018,Peru,Pedro Gallese,Peru,GK,28,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,2,0,0.0,
INT-World Cup,2018,Peru,Raúl Ruidíaz,Peru,FW,27,1990,2,15,8,5.6,0.2,0,,0,2,7,1,0.0,0,0,0,0.0,0.0
INT-World Cup,2018,Peru,Renato Tapia,Peru,MF,22,1995,2,148,74,54.8,1.6,2,74,0,0,,1,1.5,2,1,1,0.61,1.35
INT-World Cup,2018,Peru,Wilder Cartagena,Peru,MF,23,1994,1,12,12,4.4,0.1,0,,0,1,11,2,3.0,0,0,0,0.0,0.0
INT-World Cup,2018,Peru,Yoshimar Yotún,Peru,MF,28,1990,3,180,60,66.7,2.0,3,60,1,0,,0,1.0,1,2,-1,-0.5,-1.5
INT-World Cup,2018,Poland,Arkadiusz Milik,Poland,MF,24,1994,1,72,72,26.7,0.8,1,72,0,0,,2,0.0,0,2,-2,-2.5,-2.05
INT-World Cup,2018,Poland,Artur Jędrzejczyk,Poland,MF,30,1987,1,90,90,33.3,1.0,1,90,1,0,,2,3.0,1,0,1,1.0,3.0
INT-World Cup,2018,Poland,Bartosz Bereszyński,Poland,"MF,DF",25,1992,3,169,56,62.6,1.9,2,81,1,1,7,0,1.0,2,2,0,0.0,2.67
INT-World Cup,2018,Poland,Bartosz Białkowski,Poland,GK,30,1987,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Poland,Dawid Kownacki,Poland,FW,21,1997,2,74,37,27.4,0.8,1,57,0,1,17,1,0.0,1,1,0,0.0,1.38
INT-World Cup,2018,Poland,Grzegorz Krychowiak,Poland,MF,28,1990,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,5,-3,-1.0,
INT-World Cup,2018,Poland,Jacek Góralski,Poland,MF,25,1992,2,180,90,66.7,2.0,2,90,2,0,,1,1.5,1,3,-2,-1.0,0.0
INT-World Cup,2018,Poland,Jakub Błaszczykowski,Poland,MF,32,1985,1,45,45,16.7,0.5,1,45,0,0,,2,0.0,0,1,-1,-2.0,-1.2
INT-World Cup,2018,Poland,Jan Bednarek,Poland,DF,22,1996,3,225,75,83.3,2.5,2,90,2,1,45,0,1.0,2,4,-2,-0.8,1.2
INT-World Cup,2018,Poland,Kamil Glik,Poland,DF,30,1988,2,101,51,37.4,1.1,1,91,1,1,10,1,1.5,1,0,1,0.89,3.02
INT-World Cup,2018,Poland,Kamil Grosicki,Poland,"MF,FW",30,1988,3,214,71,79.3,2.4,2,91,2,1,33,0,1.0,2,4,-2,-0.84,0.77
INT-World Cup,2018,Poland,Karol Linetty,Poland,MF,23,1995,0,,,,,0,,0,0,,3,,,,,,
INT-World Cup,2018,Poland,Maciej Rybus,Poland,"MF,DF",28,1989,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,1,5,-4,-2.0,-3.0
INT-World Cup,2018,Poland,Michał Pazdan,Poland,DF,30,1987,2,169,85,62.6,1.9,2,85,1,0,,1,0.0,1,5,-4,-2.13,-3.02
INT-World Cup,2018,Poland,Piotr Zieliński,Poland,"FW,MF",24,1994,3,258,86,95.6,2.9,3,86,2,0,,0,1.0,2,5,-3,-1.05,-1.05
INT-World Cup,2018,Poland,Rafał Kurzawa,Poland,MF,25,1993,1,79,79,29.3,0.9,1,79,0,0,,2,3.0,1,0,1,1.14,3.02
INT-World Cup,2018,Poland,Robert Lewandowski,Poland,FW,29,1988,3,270,90,100.0,3.0,3,90,3,0,,0,1.0,2,5,-3,-1.0,
INT-World Cup,2018,Poland,Sławomir Peszko,Poland,MF,33,1985,1,11,11,4.1,0.1,0,,0,1,10,2,3.0,0,0,0,0.0,1.04
INT-World Cup,2018,Poland,Thiago Cionek,Poland,DF,32,1986,1,90,90,33.3,1.0,1,90,1,0,,2,0.0,1,2,-1,-1.0,0.0
INT-World Cup,2018,Poland,Wojciech Szczęsny,Poland,GK,28,1990,2,180,90,66.7,2.0,2,90,2,0,,1,0.0,1,5,-4,-2.0,-3.0
INT-World Cup,2018,Poland,Łukasz Fabiański,Poland,GK,33,1985,1,90,90,33.3,1.0,1,90,1,0,,2,3.0,1,0,1,1.0,3.0
INT-World Cup,2018,Poland,Łukasz Piszczek,Poland,DF,33,1985,2,172,86,63.7,1.9,2,86,1,0,,1,0.0,0,5,-5,-2.62,-4.45
INT-World Cup,2018,Poland,Łukasz Teodorczyk,Poland,FW,27,1991,2,31,16,11.5,0.3,0,,0,2,15,1,1.5,0,1,-1,-2.9,-2.15
INT-World Cup,2018,Portugal,Adrien Silva,Portugal,MF,29,1989,3,156,52,43.3,1.7,2,78,1,1,1,1,1.33,2,3,-1,-0.58,-1.02
INT-World Cup,2018,Portugal,André Silva,Portugal,FW,22,1995,3,117,39,32.5,1.3,1,91,0,2,13,1,0.67,2,0,2,1.54,2.28
INT-World Cup,2018,Portugal,Anthony Lopes,Portugal,GK,27,1990,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Portugal,Bernardo Silva,Portugal,MF,23,1994,4,238,60,66.1,2.6,3,72,1,1,21,0,1.25,4,6,-2,-0.76,-2.23
INT-World Cup,2018,Portugal,Beto,Portugal,GK,36,1982,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Portugal,Bruno Alves,Portugal,DF,36,1981,0,,,,,0,,0,0,,4,,,,,,
INT-World Cup,2018,Portugal,Bruno Fernandes,Portugal,MF,23,1994,2,88,44,24.4,1.0,1,68,0,1,20,2,2.0,2,3,-1,-1.02,-1.35
INT-World Cup,2018,Portugal,Cristiano Ronaldo,Portugal,FW,33,1985,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Portugal,Cédric Soares,Portugal,DF,26,1991,3,270,90,75.0,3.0,3,90,3,0,,1,1.67,5,4,1,0.33,1.33
INT-World Cup,2018,Portugal,Gelson Martins,Portugal,"FW,MF",23,1995,1,32,32,8.9,0.4,0,,0,1,31,3,3.0,0,0,0,0.0,0.0
INT-World Cup,2018,Portugal,Gonçalo Guedes,Portugal,"FW,MF",21,1996,4,243,61,67.5,2.7,3,81,1,1,0,0,1.25,4,5,-1,-0.37,-1.14
INT-World Cup,2018,Portugal,José Fonte,Portugal,DF,34,1983,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.0,
INT-World Cup,2018,Portugal,João Moutinho,Portugal,MF,31,1986,3,185,62,51.4,2.1,2,90,1,1,6,1,1.67,4,4,0,0.0,0.0
