league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2018,Mexico,Edson Álvarez,Mexico,DF,20,1997,4.0,3.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,267.0,67.0,74.2,3.0,3,78.0,2,1,32.0,0,1.5,2.0,5.0,-3.0,-1.01,-1.01,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0
INT-World Cup,2018,Mexico,Erick Gutiérrez,Mexico,MF,22,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Mexico,Giovani dos Santos,Mexico,"FW,MF",29,1989,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,14.0,14.0,3.9,0.2,0,,0,1,13.0,3,3.0,0.0,1.0,-1.0,-6.43,-5.91,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,3.0,6.0,-3.0,-0.75,,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Hirving Lozano,Mexico,"MF,FW",22,1995,4.0,4.0,315.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.57,0.29,0.57,3.5,1.0,13.0,2.0,15.4,3.71,0.57,0.08,0.5,0.0,0.0,4,315.0,79.0,87.5,3.5,4,79.0,2,0,,0,1.5,3.0,5.0,-2.0,-0.57,1.43,3.5,0.0,0.0,0.0,6.0,14.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Hugo Ayala,Mexico,DF,31,1987,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,180.0,90.0,50.0,2.0,2,90.0,2,0,,2,1.5,1.0,2.0,-1.0,-0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Héctor Herrera,Mexico,MF,28,1990,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,40.0,1.25,0.5,0.0,0.0,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,3.0,6.0,-3.0,-0.75,,4.0,2.0,0.0,0.0,15.0,7.0,1.0,6.0,3.0,10.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Héctor Moreno,Mexico,DF,30,1988,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,0.0,0.0,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,0,2.0,3.0,4.0,-1.0,-0.33,1.67,3.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0
INT-World Cup,2018,Mexico,Javier Aquino,Mexico,"DF,MF",28,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Mexico,Javier Hernández,Mexico,FW,30,1988,4.0,4.0,329.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.27,0.27,0.55,0.27,0.55,3.7,1.0,7.0,1.0,14.3,1.91,0.27,0.14,1.0,0.0,0.0,4,329.0,82.0,91.4,3.7,4,82.0,3,0,,0,1.5,3.0,5.0,-2.0,-0.55,2.36,3.7,0.0,0.0,0.0,3.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Jesús Corona,Mexico,"DF,FW",25,1993,2.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,36.0,18.0,10.0,0.4,0,,0,2,17.0,2,1.5,0.0,1.0,-1.0,-2.5,-1.94,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Jesús Gallardo,Mexico,DF,23,1994,4.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,0.0,0.0,4,334.0,84.0,92.8,3.7,4,84.0,3,0,,0,1.5,3.0,5.0,-2.0,-0.54,2.92,3.7,1.0,0.0,0.0,4.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Jonathan dos Santos,Mexico,MF,28,1990,1.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,36.0,36.0,10.0,0.4,0,,0,1,35.0,3,0.0,0.0,1.0,-1.0,-2.5,-1.94,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,José Corona,Mexico,GK,37,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Mexico,Marco Fabián,Mexico,"FW,MF",28,1989,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,3.46,0.0,0.0,,0.0,0.0,1,26.0,26.0,7.2,0.3,0,,0,1,25.0,3,0.0,0.0,1.0,-1.0,-3.46,-2.92,0.3,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Miguel Layún,Mexico,MF,29,1988,4.0,3.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,9.0,3.0,33.3,2.59,0.86,0.0,0.0,0.0,0.0,4,313.0,78.0,86.9,3.5,3,89.0,2,1,45.0,0,1.5,3.0,6.0,-3.0,-0.86,-0.86,3.5,1.0,0.0,0.0,2.0,3.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Oribe Peralta,Mexico,FW,34,1984,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,2.0,2.0,0.6,0.0,0,,0,1,1.0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Rafael Márquez,Mexico,MF,39,1979,3.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,86.0,29.0,23.9,1.0,1,47.0,0,2,20.0,1,2.0,0.0,1.0,-1.0,-1.05,-0.39,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Raúl Jiménez,Mexico,FW,27,1991,2.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.61,0.0,0.0,,0.0,0.0,2,56.0,28.0,15.6,0.6,0,,0,2,27.0,2,1.5,0.0,1.0,-1.0,-1.61,-1.02,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Achraf Hakimi,Morocco,DF,19,1998,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,4.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Ahmed Reda Tagnaouti,Morocco,GK,22,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Morocco,Amine Harit,Morocco,MF,20,1997,1.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,3.0,1.0,33.3,3.33,1.11,0.0,0.0,0.0,0.0,1,81.0,81.0,30.0,0.9,1,81.0,0,0,,2,0.0,0.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Ayoub El Kaabi,Morocco,FW,24,1993,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,0.0,0.0,0.92,0.0,0.0,,0.0,0.0,2,98.0,49.0,36.3,1.1,1,77.0,0,1,21.0,1,0.0,0.0,0.0,0.0,0.0,1.05,1.1,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Aziz Bouhaddouz,Morocco,FW,31,1987,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,20.0,10.0,7.4,0.2,0,,0,2,9.0,1,0.5,0.0,2.0,-2.0,-9.0,-9.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
INT-World Cup,2018,Morocco,Fayçal Fajr,Morocco,MF,29,1988,2.0,0.0,33.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,0.0,2.73,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,33.0,17.0,12.2,0.4,0,,0,2,16.0,1,0.5,1.0,1.0,0.0,0.0,0.76,0.4,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Hakim Ziyech,Morocco,MF,25,1993,3.0,3.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,9.0,2.0,22.2,3.07,0.68,0.0,0.0,0.0,0.0,3,264.0,88.0,97.8,2.9,3,88.0,2,0,,0,0.33,2.0,3.0,-1.0,-0.34,14.66,2.9,0.0,0.0,0.0,8.0,3.0,0.0,17.0,4.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Hamza Mendyl,Morocco,"DF,MF",20,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Morocco,Karim El Ahmadi,Morocco,MF,33,1985,3.0,3.0,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,0.0,0.0,3,265.0,88.0,98.1,2.9,3,88.0,2,0,,0,0.33,2.0,4.0,-2.0,-0.68,-0.68,2.9,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Khalid Boutaïb,Morocco,FW,31,1987,2.0,2.0,139.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.65,0.65,1.5,1.0,3.0,2.0,66.7,1.94,1.29,0.33,0.5,0.0,0.0,2,139.0,70.0,51.5,1.5,2,70.0,0,0,,1,0.5,1.0,2.0,-1.0,-0.65,0.04,1.5,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,M'barek Boussoufa,Morocco,MF,33,1984,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,4.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,5.0,9.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Manuel da Costa,Morocco,DF,32,1986,3.0,2.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.0,0.0,0.0,0.95,0.0,0.0,,0.0,0.0,3,189.0,63.0,70.0,2.1,2,91.0,2,1,8.0,0,0.33,2.0,4.0,-2.0,-0.95,-0.95,2.1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Medhi Benatia,Morocco,DF,31,1987,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,40.0,2.5,1.0,0.0,0.0,0.0,0.0,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,0.0,2.0,-2.0,-1.0,-1.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Mehdi Carcela,Morocco,"FW,MF",28,1989,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,16.0,16.0,5.9,0.2,0,,0,1,15.0,2,0.0,0.0,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Munir,Morocco,GK,29,1989,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,4.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Nabil Dirar,Morocco,DF,32,1986,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.5,2.0,3.0,-1.0,-0.5,0.5,2.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Nordin Amrabat,Morocco,"MF,FW",31,1987,3.0,3.0,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1.0,0.0,0.0,0.35,0.0,0.0,,0.0,0.0,3,255.0,85.0,94.4,2.8,3,85.0,2,0,,0,0.33,2.0,3.0,-1.0,-0.35,5.65,2.8,1.0,0.0,0.0,10.0,8.0,1.0,10.0,1.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Romain Saïss,Morocco,DF,28,1990,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.5,2.0,3.0,-1.0,-0.5,0.5,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Sofyan Amrabat,Morocco,"DF,MF",21,1996,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,15.0,15.0,5.6,0.2,0,,0,1,14.0,2,0.0,0.0,1.0,-1.0,-6.0,-5.65,0.2,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Yassine Bounou,Morocco,GK,27,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Morocco,Younès Belhanda,Morocco,"MF,FW",28,1990,3.0,3.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,6.0,2.0,33.3,2.39,0.8,0.0,0.0,0.0,0.0,3,226.0,75.0,83.7,2.5,3,75.0,1,0,,0,0.33,1.0,3.0,-2.0,-0.8,-0.8,2.5,0.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Youssef Aït Bennasser,Morocco,MF,21,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Morocco,Youssef En-Nesyri,Morocco,FW,21,1997,1.0,0.0,19.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.74,0.0,4.74,4.74,4.74,0.2,1.0,1.0,1.0,100.0,4.74,4.74,1.0,1.0,0.0,0.0,1,19.0,19.0,7.0,0.2,0,,0,1,18.0,2,1.0,1.0,1.0,0.0,0.0,0.72,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Ahmed Musa,Nigeria,FW,25,1992,3.0,2.0,208.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.87,0.87,2.3,2.0,4.0,2.0,50.0,1.73,0.87,0.5,1.0,0.0,0.0,3,208.0,69.0,77.0,2.3,2,90.0,1,1,28.0,0,1.0,3.0,3.0,0.0,0.0,1.45,2.3,0.0,0.0,0.0,4.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Alex Iwobi,Nigeria,MF,22,1996,3.0,1.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,4.0,0.0,0.0,5.71,0.0,0.0,,0.0,0.0,3,63.0,21.0,23.3,0.7,1,63.0,0,2,0.0,0,1.0,0.0,1.0,-1.0,-1.43,-1.43,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Brian Idowu,Nigeria,"MF,DF",26,1992,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,225.0,75.0,83.3,2.5,3,75.0,2,0,,0,1.0,1.0,4.0,-3.0,-1.2,-5.2,2.5,1.0,0.0,0.0,3.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Chidozie Awaziem,Nigeria,"DF,MF",21,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Daniel Akpeyi,Nigeria,GK,31,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Elderson Echiéjilé,Nigeria,DF,30,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,4.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Ikechukwu Ezenwa,Nigeria,GK,29,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Joel Obi,Nigeria,MF,27,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,John Obi Mikel,Nigeria,MF,31,1987,3.0,3.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,267.0,89.0,98.9,3.0,3,89.0,2,0,,0,1.0,3.0,4.0,-1.0,-0.34,-0.34,3.0,1.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,John Ogu,Nigeria,MF,30,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Kelechi Iheanacho,Nigeria,FW,21,1996,3.0,2.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,3.0,0.0,0.0,1.82,0.0,0.0,,0.0,0.0,3,148.0,49.0,54.8,1.6,2,65.0,0,1,18.0,0,1.0,2.0,1.0,1.0,0.61,2.08,1.6,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Kenneth Omeruo,Nigeria,DF,24,1993,2.0,2.0,179.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,179.0,90.0,66.3,2.0,2,90.0,1,0,,1,1.5,3.0,2.0,1.0,0.5,2.48,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Leon Balogun,Nigeria,DF,29,1988,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,50.0,1.33,0.67,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,4.0,-1.0,-0.33,,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
INT-World Cup,2018,Nigeria,Odion Ighalo,Nigeria,FW,28,1989,3.0,1.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,5.0,2.0,40.0,3.69,1.48,0.0,0.0,0.0,0.0,3,122.0,41.0,45.2,1.4,1,72.0,0,2,25.0,0,1.0,1.0,3.0,-2.0,-1.48,-2.08,1.4,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Ogenyi Onazi,Nigeria,MF,25,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Nigeria,Oghenekaro Etebo,Nigeria,MF,22,1995,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,14.3,2.34,0.33,0.0,0.0,0.0,0.0,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,1.0,3.0,4.0,-1.0,-0.33,-0.33,3.0,0.0,0.0,0.0,4.0,11.0,0.0,8.0,2.0,6.0,0.0,0.0,1.0
INT-World Cup,2018,Nigeria,Shehu Abdullahi,Nigeria,DF,25,1993,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,2.0,-2.0,-2.0,-2.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Nigeria,Simeon Nwankwo,Nigeria,FW,26,1992,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,4.0,2.0,1.5,0.0,0,,0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
